TankNum,Month,Day ,Year,ExptDay,Chl,pH,Temp,NH4,NO3,Snail,Disturbed,new_nh4,Observer,Notes,entered_by,checked_by
30,February,19,2019,26,1.752,8.7,20,,,,,,,,oo,lsb
30,February,20,2019,27,3.248,8.6,19.2,,,,,,,,oo,lsb
30,February,21,2019,28,3.021,8.7,20.4,,,,,,,,oo,lsb
30,February,22,2019,29,2.623,9.4,24.9,8.16,,,,,,,oo,lsb
30,February,23,2019,30,2.544,,,,,,,,,,oo,lsb
30,February,24,2019,31,0.867,,,,,,,,,,oo,lsb
30,February,25,2019,32,12.87,8.8,18.4,6.84,,,,,,,oo,lsb
30,February,26,2019,33,3.915,9.5,22.2,,,,,,,,oo,lsb
30,February,27,2019,34,2.243,9.2,17.1,5.77,,,,,,,oo,lsb
30,February,28,2019,35,1.809,9,20.3,,,,,,,,oo,lsb
30,March,1,2019,36,5.159,8.8,20.3,,,,,,,,oo,lsb
30,March,2,2019,37,12.72,9.1,20,6.53,,,,,,,oo,lsb
30,March,3,2019,38,5.395,9.8,25.8,,,,,,,,oo,lsb
30,March,4,2019,39,0.969,9.1,22.6,7.15,,,,,,,oo,lsb
30,March,5,2019,40,10.02,9.87,19,6.5,,,,,,,oo,lsb
31,January,25,2019,1,12.9,9.2,18,4.62,3.94,,,,,,,lsb
31,January,26,2019,2,13.97,9.8,18.7,,,,,,,,,lsb
31,January,27,2019,3,7.147,9.8,19.4,3.05,2.19,,,,,,,lsb
31,January,28,2019,4,49.03,9.5,15.2,,,,,,,,,lsb
31,January,29,2019,5,33.48,9.3,17.5,3.68,2.12,,,,,,,lsb
31,January,30,2019,6,8.526,9.4,15.8,,,,,,,,,lsb
31,January,31,2019,7,26.06,9.4,13.1,4.7,2.1,,,,,,,lsb
31,February,1,2019,8,16.54,9.5,16.1,,,,,,,,,lsb
31,February,2,2019,9,27.86,9.3,16.8,5.1,2.58,,,,,,,lsb
31,February,3,2019,10,5.73,9.7,23.2,,,,,,,,,lsb
31,February,4,2019,11,60.03,9.4,22.2,2.39,,,,,,,,lsb
31,February,5,2019,12,19.54,9.4,21.4,,,,,,,,,lsb
31,February,6,2019,13,507.2,9,16.5,3.33,,,,,,,,lsb
31,February,7,2019,14,27.42,9,19.1,,,,,,,,,lsb
31,February,8,2019,15,128.1,8.8,17.2,4.25,,,,,,,,lsb
31,February,9,2019,16,165.3,9,18.4,,,,,,,,,lsb
31,February,10,2019,17,780.4,9.1,20.1,4.54,,,,,,,,lsb
31,February,11,2019,18,,8.8,17.7,,,,,,,,,lsb
31,February,12,2019,19,20.45,8.8,15.1,5.3,,,,,,,,lsb
31,February,13,2019,20,3.075,8.7,18.5,14.82,,,x,,,,,lsb
31,February,14,2019,21,12.49,8.3,19.9,8.66,,,,,,,,lsb
31,February,15,2019,22,13.69,8.8,19.2,,,,,,,,,lsb
31,February,16,2019,23,36.33,8.8,18,7.74,,,,,,,,lsb
31,February,17,2019,24,68.66,9.1,17.9,,,,,,,,,lsb
31,February,18,2019,25,31.75,9.8,19.1,11.22,,,,,,,,lsb
31,February,19,2019,26,42.15,9.5,19.6,,,,,,,,,lsb
31,February,20,2019,27,62.13,9.4,19.1,,,,,,,,,lsb
31,February,21,2019,28,36.23,9.6,20.4,,,,,,,,,lsb
31,February,22,2019,29,25.34,10.2,24.3,6.75,,,,,,,,lsb
31,February,23,2019,30,9.652,,,,,,,,,,,lsb
31,February,24,2019,31,33.77,,,,,,,,,,,lsb
31,February,25,2019,32,3.22,9.2,18.5,5.35,,,,,,,,lsb
31,February,26,2019,33,38.05,10,22.1,,,,,,,,,lsb
31,February,27,2019,34,17.09,9.9,16.8,6.58,,,,,,,,lsb
31,February,28,2019,35,2.285,9.1,19.8,,,,,,,,,lsb
31,March,1,2019,36,26.38,9.1,20.2,,,,,,,,,lsb
31,March,2,2019,37,60.9,9.3,19.9,6.84,,,,,,,,lsb
31,March,3,2019,38,39.73,9.9,25.1,,,,,,,,,lsb
31,March,4,2019,39,43.72,9.4,21.4,8.5,,,,,,,,lsb
31,March,5,2019,40,42.97,10.45,18.5,9.76,,,,,,,,lsb
32,January,25,2019,1,12.83,9.2,18.2,7.95,4.07,,,,,,,lsb
32,January,26,2019,2,13.44,9.7,18.6,,,,,,,,,lsb
32,January,27,2019,3,7.256,9.8,19.1,6.46,2.35,,,,,,,lsb
32,January,28,2019,4,28.12,9.7,14.9,,,,,,,,,lsb
32,January,29,2019,5,29.42,9.5,17.7,7.12,2.51,,,,,,,lsb
32,January,30,2019,6,6.204,9.6,15.4,,,,,,,,,lsb
32,January,31,2019,7,17.05,9.5,12.7,9.67,2.45,,,,,,,lsb
32,February,1,2019,8,7.592,9.5,15.7,,,,,,,,,lsb
32,February,2,2019,9,21.67,9.4,16.6,10.69,2.54,,,,,,,lsb
32,February,3,2019,10,12.67,9.4,23.5,,,,,,,,,lsb
32,February,4,2019,11,25.63,9.3,22.1,4.18,,,,,,,,lsb
32,February,5,2019,12,17.97,9.3,21.4,,,,,,,,,lsb
32,February,6,2019,13,329.9,9,16.5,5.97,,,,,,,,lsb
32,February,7,2019,14,12.35,9,19,,,,,,,,,lsb
32,February,8,2019,15,10.92,8.9,17.1,7.72,,,,,,,,lsb
32,February,9,2019,16,144.7,9,18.1,,,,,,,,,lsb
32,February,10,2019,17,-65.65,9.1,20,8.11,,,,,,,,lsb
32,February,11,2019,18,,8.9,17.6,,,,,,,,,lsb
32,February,12,2019,19,1.677,8.9,14.9,10.24,,,,,,,,lsb
32,February,13,2019,20,-0.164,8.9,18.4,,,,,,,,,lsb
32,February,14,2019,21,1.631,8.7,19.8,13.98,,,,,,,,lsb
32,February,15,2019,22,0.516,9,19.1,,,,,,,,,lsb
32,February,16,2019,23,10.39,8.9,17.8,15.01,,,,,,,,lsb
32,February,17,2019,24,4.483,9.1,17.7,,,,,,,,,lsb
32,February,18,2019,25,2.251,9.5,18.8,17.27,,,,,,,,lsb
32,February,19,2019,26,0.341,9.4,19.2,,,,,,,,,lsb
32,February,20,2019,27,0.731,9.6,18.9,,,,,,,,,lsb
32,February,21,2019,28,1.729,9.6,20.3,,,,,,,,,lsb
32,February,22,2019,29,-0.07,10.1,24.3,9.02,,,,,,,,lsb
32,February,23,2019,30,-0.294,,,,,,,,,,,lsb
32,February,24,2019,31,0.046,,,,,,,,,,,lsb
32,February,25,2019,32,-0.248,9.2,18.3,9.34,,,,,,,,lsb
32,February,26,2019,33,4.208,9.7,22,,,,,,,,,lsb
32,February,27,2019,34,-0.153,9.7,16.7,,,,,,,,,lsb
32,February,28,2019,35,-0.015,9.1,19.2,,,,,,,,,lsb
32,March,1,2019,36,0.663,9.2,19.8,,,,,,,,,lsb
32,March,2,2019,37,5.449,9.5,19.8,10.7,,,,,,,,lsb
32,March,3,2019,38,1.466,9.9,24.9,,,,,,,,,lsb
32,March,4,2019,39,0.008,9.6,20.8,13.77,,,,,,,,lsb
32,March,5,2019,40,5.568,10.6,18.7,13.62,,,,,,,,lsb
33,January,25,2019,1,12.63,9.3,18.1,4.35,3.52,,,,,,,lsb
33,January,26,2019,2,14.27,9.8,18.6,,,,,,,,,lsb
33,January,27,2019,3,10.41,9.9,19.1,3.1,2.29,,,,,,,lsb
33,January,28,2019,4,25.53,9.7,15.1,,,,,,,,,lsb
33,January,29,2019,5,28.72,9.4,18,3.82,2.31,,,,,,,lsb
33,January,30,2019,6,8.061,9.5,15.4,,,,,,,,,lsb
33,January,31,2019,7,17.58,9.3,12.6,4.61,2,,,,,,,lsb
33,February,1,2019,8,5.953,9.3,19.7,,,,,,,,,lsb
33,February,2,2019,9,23.6,9.2,16.6,4.97,2.33,,,,,,,lsb
33,February,3,2019,10,4.987,9.4,23.2,,,,,,,,,lsb
33,February,4,2019,11,21.01,9.3,22,2.24,,,,,,,,lsb
33,February,5,2019,12,24.64,9.3,21.5,,,,,,,,,lsb
33,February,6,2019,13,97.97,9,16.3,3.11,,,,,,,,lsb
33,February,7,2019,14,21.92,8.8,19.1,,,,,,,,,lsb
33,February,8,2019,15,21.25,8.8,17.2,3.51,,,,,,,,lsb
33,February,9,2019,16,173.6,8.9,18,,,,,,,,,lsb
33,February,10,2019,17,-27.38,8.9,20,4.11,,,,,,,,lsb
33,February,11,2019,18,,8.6,17.7,,,,,,,,,lsb
33,February,12,2019,19,4.302,8.8,15,4.79,,,,,,,,lsb
33,February,13,2019,20,0.07,8.6,18.5,,,,,,,,,lsb
33,February,14,2019,21,0.481,8.5,19.8,6.94,,,,,,,,lsb
33,February,15,2019,22,0.015,8.6,19.2,,,,,,,,,lsb
33,February,16,2019,23,-0.139,8.5,17.9,6.73,,,,,,,,lsb
33,February,17,2019,24,-0.4,8.6,18,,,,,,,,,lsb
33,February,18,2019,25,-0.545,8.9,19,10.35,,,,,,,,lsb
33,February,19,2019,26,-0.522,9.1,19.2,,,,,,,,,lsb
33,February,20,2019,27,-0.504,9.1,18.9,,,,,,,,,lsb
33,February,21,2019,28,-0.57,9.2,20.2,,,,,,,,,lsb
33,February,22,2019,29,-0.555,9.9,24.6,4.82,,,,,,,,lsb
33,February,23,2019,30,-0.682,,,,,,,,,,,lsb
33,February,24,2019,31,-0.434,,,,,,,,,,,lsb
33,February,25,2019,32,0.88,9.1,18.3,4.01,,,,,,,,lsb
33,February,26,2019,33,0.837,9.7,22,,,,,,,,,lsb
33,February,27,2019,34,-0.634,9.7,16.7,4.84,,,,,,,,lsb
33,February,28,2019,35,-0.258,9,19.2,,,,,,,,,lsb
33,March,1,2019,36,-0.432,9.1,20.3,,,,,,,,,lsb
33,March,2,2019,37,0.814,9.4,19.8,5.5,,,,,,,,lsb
33,March,3,2019,38,0.315,9.8,24.9,,,,,,,,,lsb
33,March,4,2019,39,-0.532,9.3,21.1,6.62,,,,,,,,lsb
33,March,5,2019,40,0.552,10.42,18.1,6.2,,,,,,,,lsb
34,January,25,2019,1,13.24,9.2,17.9,5.06,3.52,,,,,,,lsb
34,January,26,2019,2,13.27,9.7,18.5,,,,,,,,,lsb
34,January,27,2019,3,11.38,9.8,19,3.37,2.27,,,,,,,lsb
34,January,28,2019,4,44.43,9.6,15.1,,,,,,,,,lsb
34,January,29,2019,5,30.32,9.5,17.4,4,2.25,,,,,,,lsb
34,January,30,2019,6,7.204,9.5,15.4,,,,,,,,,lsb
34,January,31,2019,7,21.51,9.4,12.5,5.19,2,4,,,,,,lsb
34,February,1,2019,8,6.969,9.3,15.7,,,2,,,,,,lsb
34,February,2,2019,9,26.47,9.2,16.6,5.37,2.32,2,,,,,,lsb
34,February,3,2019,10,3.506,9.4,23.3,,,2,,,,,,lsb
34,February,4,2019,11,28.1,9.3,21.9,2.51,,,,,,,,lsb
34,February,5,2019,12,34.8,9.3,21.4,,,2,,,,,,lsb
34,February,6,2019,13,125,8.8,17,3.42,,2,,,,,,lsb
34,February,7,2019,14,12.63,9,19.1,,,2,,,,,,lsb
34,February,8,2019,15,12.12,8.8,17.2,4.03,,2,,,,,,lsb
34,February,9,2019,16,225.2,9,18,,,1,,,,,,lsb
34,February,10,2019,17,-38.7,9.1,20,4.42,,1,,,,,,lsb
34,February,11,2019,18,,8.8,17.6,,,,,,,,,lsb
34,February,12,2019,19,6.269,8.9,14.9,5.1,,1,,,,,,lsb
34,February,13,2019,20,1.754,8.8,18.5,,,1,,,,,,lsb
34,February,14,2019,21,4.857,8.7,19.8,7.5,,1,,,,,,lsb
34,February,15,2019,22,0.976,8.8,19.3,,,1,,,,,,lsb
34,February,16,2019,23,1.243,8.6,18,6.49,,1,,,,,,lsb
34,February,17,2019,24,2.184,8.8,18,,,1,,,,,,lsb
34,February,18,2019,25,0.598,9.1,19.3,11.45,,1,,,,,,lsb
34,February,19,2019,26,0.615,9.1,19.3,,,1,,,,,,lsb
34,February,20,2019,27,0.225,9,19,,,1,,,,,,lsb
34,February,21,2019,28,1.703,9.1,20.2,,,1,,,,,,lsb
34,February,22,2019,29,-0.122,9.9,24.7,5.39,,1,,,,,,lsb
34,February,23,2019,30,-0.373,,,,,,,,,,,lsb
34,February,24,2019,31,0.116,,,,,1,,,,,,lsb
34,February,25,2019,32,0.88,9,1.3,4.35,,,,,,,,lsb
34,February,26,2019,33,1.318,9.2,22,,,0,,,,,,lsb
34,February,27,2019,34,0.142,9.3,16.8,5.13,,1,,,,,,lsb
34,February,28,2019,35,-0.376,8.9,19.7,,,,,,,,,lsb
34,March,1,2019,36,0.233,8.4,20.2,,,1,,,,,,lsb
34,March,2,2019,37,2.86,9,19.7,6.16,,1,,,,,,lsb
34,March,3,2019,38,1.41,9.3,24.9,,,0,,,,,,lsb
34,March,4,2019,39,1.602,9,21.6,5.83,,,,,,,,lsb
34,March,5,2019,40,1.199,9.73,18.5,11.4,7.85,0,,,,,,lsb
35,January,25,2019,1,12.69,9.2,17.9,8.8,3.62,,,,,,,lsb
35,January,26,2019,2,15.93,9.7,18.6,,,,,,,,,lsb
35,January,27,2019,3,8,9.8,19,6.26,2.4,,,,,,,lsb
35,January,28,2019,4,14.82,9.7,15.4,,,,,,,,,lsb
35,January,29,2019,5,26.99,9.6,17.6,6.84,2.6,,,,,,,lsb
35,January,30,2019,6,7.676,9.6,15.6,,,,,,,,,lsb
35,January,31,2019,7,15.66,9.6,13,9.01,2.53,,,,,,,lsb
35,February,1,2019,8,4.07,9.5,16,,,,,,,,,lsb
35,February,2,2019,9,23.66,9.3,17,9.93,2.67,,,,,,,lsb
35,February,3,2019,10,2.427,9.4,23.1,,,,,,,,,lsb
35,February,4,2019,11,16.71,9.3,22,4.39,,,,,,,,lsb
35,February,5,2019,12,25.97,9.3,21.5,,,,,,,,,lsb
35,February,6,2019,13,56,9,16.8,6.25,,,,,,,,lsb
35,February,7,2019,14,14.29,9,19.2,,,,,,,,,lsb
35,February,8,2019,15,13.48,8.9,17.4,7.49,,,,,,,,lsb
35,February,9,2019,16,142.5,9.1,18.2,,,,,,,,,lsb
35,February,10,2019,17,-117.7,9.2,20.1,8.44,,,,,,,,lsb
35,February,11,2019,18,,8.9,17.9,,,,,,,,,lsb
35,February,12,2019,19,1.924,9,15.1,9.31,,,,,,,,lsb
35,February,13,2019,20,0.24,8.9,18.6,19.88,,,x,,,,,lsb
35,February,14,2019,21,6.09,8.7,19.8,17.61,,,,,,,,lsb
35,February,15,2019,22,10.05,9,19.5,,,,,,,,,lsb
35,February,16,2019,23,29.34,9.2,18.2,13.16,,,,,,,,lsb
35,February,17,2019,24,13.94,9.5,18.1,,,,,,,,,lsb
35,February,18,2019,25,10.06,10.1,19.3,21.67,,,,,,,,lsb
35,February,19,2019,26,12.47,9.8,19.7,,,,,,,,,lsb
35,February,20,2019,27,27.93,9.5,19.2,,,,,,,,,lsb
35,February,21,2019,28,24.42,9.7,20.5,,,,,,,,,lsb
35,February,22,2019,29,13.35,10.5,24.6,11.51,,,,,,,,lsb
35,February,23,2019,30,2.27,,,,,,,,,,,lsb
35,February,24,2019,31,14.69,,,,,,,,,,,lsb
35,February,25,2019,32,1.221,9.2,18.4,8.97,,,,,,,,lsb
35,February,26,2019,33,55.96,10.2,22,,,,,,,,,lsb
35,February,27,2019,34,30.41,9.9,17.1,12.17,,,,,,,,lsb
35,February,28,2019,35,1.491,9.3,20.3,,,,,,,,,lsb
35,March,1,2019,36,29.09,9.2,21.1,,,,,,,,,lsb
35,March,2,2019,37,63.77,9.7,20,12.07,,,,,,,,lsb
35,March,3,2019,38,46.8,10.2,25.2,,,,,,,,,lsb
35,March,4,2019,39,1.04,9.5,21.9,13.15,,,,,,,,lsb
35,March,5,2019,40,78.51,10.8,19,15.07,,,,,,,,lsb
36,January,25,2019,1,13.34,9.2,17.8,3.7,2.52,,,,,,,lsb
36,January,26,2019,2,12.9,9.8,18.5,,,,,,,,,lsb
36,January,27,2019,3,6.715,10,19.3,2.89,2.4,,,,,,,lsb
36,January,28,2019,4,20.92,9.7,15.3,,,,,,,,,lsb
36,January,29,2019,5,22.5,9.4,17.9,3.41,2.3,,,,,,,lsb
36,January,30,2019,6,6.231,9.5,15.6,,,,,,,,,lsb
36,January,31,2019,7,20.71,9.5,12.9,4.43,2.16,,,,,,,lsb
36,February,1,2019,8,5.714,9.4,16,,,,,,,,,lsb
36,February,2,2019,9,27.47,9.4,16.8,4.84,2.31,,,,,,,lsb
36,February,3,2019,10,3.822,9.5,23.3,,,,,,,,,lsb
36,February,4,2019,11,41.71,9.3,22.5,2.27,,,,,,,,lsb
36,February,5,2019,12,60.21,9.3,21.3,,,,,,,,,lsb
36,February,6,2019,13,55.35,9.1,16.4,3.41,,,,,,,,lsb
36,February,7,2019,14,19.17,9,19.1,,,,,,,,,lsb
36,February,8,2019,15,17.28,8.9,17.3,4.08,,,,,,,,lsb
36,February,9,2019,16,221.1,9.1,18.4,,,,,,,,,lsb
36,February,10,2019,17,581.9,9.2,20,4.45,,,,,,,,lsb
36,February,11,2019,18,,8.9,17.8,,,,,,,,,lsb
36,February,12,2019,19,5.493,9,15,4.9,,,,,,,,lsb
36,February,13,2019,20,1.475,8.9,18.6,,,,,,,,,lsb
36,February,14,2019,21,2.094,8.8,19.8,7.56,,,,,,,,lsb
36,February,15,2019,22,3.683,8.9,19.3,,,,,,,,,lsb
36,February,16,2019,23,2.466,8.9,18.1,6.37,,,,,,,,lsb
36,February,17,2019,24,0.524,9.2,18,,,,,,,,,lsb
36,February,18,2019,25,0.114,9.3,19.2,9.65,,,,,,,,lsb
36,February,19,2019,26,1.859,9.3,19.3,,,,,,,,,lsb
36,February,20,2019,27,0.472,9.1,19,,,,,,,,,lsb
36,February,21,2019,28,0.55,9.2,20.2,,,,,,,,,lsb
36,February,22,2019,29,-0.145,9,24.2,5.52,,,,,,,,lsb
36,February,23,2019,30,-0.294,,,,,,,,,,,lsb
36,February,24,2019,31,0.257,,,,,,,,,,,lsb
36,February,25,2019,32,-0.029,9.1,18.5,4.03,,,,,,,,lsb
36,February,26,2019,33,3.297,9.3,21.9,,,,,,,,,lsb
36,February,27,2019,34,-0.182,9.3,16.8,5.31,,,,,,,,lsb
36,February,28,2019,35,0.854,8.9,19.6,,,,,,,,,lsb
36,March,1,2019,36,0.47,8.9,20.5,,,,,,,,,lsb
36,March,2,2019,37,3.306,9.1,19.7,5.74,,,,,,,,lsb
36,March,3,2019,38,0.278,9.3,24.7,,,,,,,,,lsb
36,March,4,2019,39,-0.241,9.1,20.5,6.2,,,,,,,,lsb
36,March,5,2019,40,3.825,10.4,18.3,8.69,,,,,,,,lsb
37,January,25,2019,1,13.41,9.1,17.6,4.02,2.54,4,,,,,,lsb
37,January,26,2019,2,17.5,9.6,18.5,,,,,,,,,lsb
37,January,27,2019,3,12.76,9.8,19.3,3.16,2.1,,,,,,,lsb
37,January,28,2019,4,24.68,9.7,15.4,,,,,,,,,lsb
37,January,29,2019,5,31.94,9.4,17.7,3.37,2.28,,,,,,,lsb
37,January,30,2019,6,4.45,9.6,15.7,,,,,,,,,lsb
37,January,31,2019,7,24.96,9.5,12.9,4.89,2.11,3,,,,,,lsb
37,February,1,2019,8,7.403,9.4,15.9,,,2,,,,,,lsb
37,February,2,2019,9,31.85,9.3,16.9,4.77,2.43,3,,,,,,lsb
37,February,3,2019,10,5.364,9.6,23.2,,,3,,,,,,lsb
37,February,4,2019,11,63.96,9.3,22.3,2.25,,,,,,,,lsb
37,February,5,2019,12,35.27,9.4,21.3,,,2,,,,,,lsb
37,February,6,2019,13,192.6,8.8,16.6,3.38,,2,,,,,,lsb
37,February,7,2019,14,57.17,8.9,19.2,,,2,,,,,,lsb
37,February,8,2019,15,48.12,8.6,17.4,3.74,,2,,,,,,lsb
37,February,9,2019,16,139.4,8.8,18.3,,,2,,,,,,lsb
37,February,10,2019,17,103.9,9,20,4.31,,2,,,,,,lsb
37,February,11,2019,18,,8.6,17.8,,,,,,,,,lsb
37,February,12,2019,19,2.077,8.7,15,4.84,,2,,,,,,lsb
37,February,13,2019,20,-0.248,8.6,18.6,17.16,,2,x,,,,,lsb
37,February,14,2019,21,1.99,8.3,19.8,13.33,,2,,,,,,lsb
37,February,15,2019,22,1.912,8.3,19.3,,,2,,,,,,lsb
37,February,16,2019,23,-0.418,8.5,18,12.45,,2,,,,,,lsb
37,February,17,2019,24,-0.27,8.7,18,,,2,,,,,,lsb
37,February,18,2019,25,-0.051,8.8,19.2,15.17,,2,,,,,,lsb
37,February,19,2019,26,0.471,8.9,19.3,,,2,,,,,,lsb
37,February,20,2019,27,1.448,8.7,19,,,2,,,,,,lsb
37,February,21,2019,28,-0.077,8.7,20.3,,,2,,,,,,lsb
37,February,22,2019,29,0.219,9.8,24.2,13.8,,2,,,,,,lsb
37,February,23,2019,30,0.142,,,,,,,,,,,lsb
37,February,24,2019,31,0.598,,,,,2,,,,,,lsb
37,February,25,2019,32,0.159,8.5,18.7,13.04,,,,,,,,lsb
37,February,26,2019,33,0.505,8.6,21.9,,,2,,,,,,lsb
37,February,27,2019,34,-0.205,8.6,16.8,21.72,,2,,,,,,lsb
37,February,28,2019,35,-0.062,8.5,19.5,,,,,,,,,lsb
37,March,1,2019,36,1.297,8.5,20.4,,,2,,,,,,lsb
37,March,2,2019,37,1.211,8.5,19.9,18.32,,2,,,,,,lsb
37,March,3,2019,38,1.27,8.7,24.7,,,1,,,,,,lsb
37,March,4,2019,39,0.236,8.7,20.5,18.8,,,,,,,,lsb
37,March,5,2019,40,2.976,9.54,19.1,15.27,,1,,,,,,lsb
38,January,25,2019,1,13.38,9,17.6,4.04,2.69,,,,,,,lsb
38,January,26,2019,2,16.53,9.7,18.7,,,,,,,,,lsb
38,January,27,2019,3,19.52,9.8,19.2,3.21,2.32,,,,,,,lsb
38,January,28,2019,4,26.46,9.7,15.5,,,,,,,,,lsb
38,January,29,2019,5,36.61,9.5,17.6,3.5,2.45,,,,,,,lsb
38,January,30,2019,6,6.947,9.6,15.8,,,,,,,,,lsb
38,January,31,2019,7,22.21,9.5,13,4.54,2.18,,,,,,,lsb
38,February,1,2019,8,4.101,9.4,15.8,,,,,,,,,lsb
38,February,2,2019,9,20.19,9.2,16.9,4.9,2.5,,,,,,,lsb
38,February,3,2019,10,4.795,9.5,23.4,,,,,,,,,lsb
38,February,4,2019,11,37.45,9.2,22.2,2.35,,,,,,,,lsb
38,February,5,2019,12,26.23,9.2,21.4,,,,,,,,,lsb
38,February,6,2019,13,41.53,8.8,16.6,3.48,,,,,,,,lsb
38,February,7,2019,14,34.84,8.8,19.2,,,,,,,,,lsb
38,February,8,2019,15,31.33,8.6,17.4,3.8,,,,,,,,lsb
38,February,9,2019,16,103.8,8.7,18.2,,,,,,,,,lsb
38,February,10,2019,17,-35.93,8.8,20,4.49,,,,,,,,lsb
38,February,11,2019,18,,8.4,17.8,,,,,,,,,lsb
38,February,12,2019,19,2.492,8.6,15,4.94,,,,,,,,lsb
38,February,13,2019,20,-0.461,8.5,18.6,17.67,,,x,,,,,lsb
38,February,14,2019,21,1.081,8.2,19.7,16.3,,,,,,,,lsb
38,February,15,2019,22,-0.307,8.3,19.2,,,,,,,,,lsb
38,February,16,2019,23,-0.262,8.3,18.1,14.16,,,,,,,,lsb
38,February,17,2019,24,-0.137,8.6,18,,,,,,,,,lsb
38,February,18,2019,25,-0.058,9,19.2,15.72,,,,,,,,lsb
38,February,19,2019,26,1.441,9.1,19.3,,,,,,,,,lsb
38,February,20,2019,27,2.427,9,19,,,,,,,,,lsb
38,February,21,2019,28,0.668,9.2,20.3,,,,,,,,,lsb
38,February,22,2019,29,0.607,9.9,24.3,6.95,,,,,,,,lsb
38,February,23,2019,30,-0.245,,,,,,,,,,,lsb
38,February,24,2019,31,0.852,,,,,,,,,,,lsb
38,February,25,2019,32,0.176,8.9,18.8,5.39,,,,,,,,lsb
38,February,26,2019,33,2.491,9.7,22.1,,,,,,,,,lsb
38,February,27,2019,34,0.601,9.3,16.8,7.19,,,,,,,,lsb
38,February,28,2019,35,1.664,8.9,19.5,,,,,,,,,lsb
38,March,1,2019,36,1.28,8.9,20.7,,,,,,,,,lsb
38,March,2,2019,37,2.831,9.1,19.9,6.69,,,,,,,,lsb
38,March,3,2019,38,1.456,9.8,25,,,,,,,,,lsb
38,March,4,2019,39,1.127,9.2,20.9,8.54,,,,,,,,lsb
38,March,5,2019,40,4.087,9.96,10.7,8.76,,,,,,,,lsb
39,January,25,2019,1,14.48,9.1,17.6,3.94,2.9,4,,,,,,lsb
39,January,26,2019,2,17.29,9.7,18.5,,,,,,,,,lsb
39,January,27,2019,3,6.721,9.9,19.1,3.18,2.5,,,,,,,lsb
39,January,28,2019,4,55.5,9.8,15.6,,,,,,,,,lsb
39,January,29,2019,5,28.4,9.5,17.7,3.51,2.44,,,,,,,lsb
39,January,30,2019,6,14.18,9.5,15.8,,,,,,,,,lsb
39,January,31,2019,7,21.94,9.4,13.2,4.59,2.13,4,,,,,,lsb
39,February,1,2019,8,4.709,9.3,16,,,4,,,,,,lsb
39,February,2,2019,9,32.7,9.1,17.4,4.77,2.28,4,,,,,,lsb
39,February,3,2019,10,3.585,9.6,23.1,,,4,,,,,,lsb
39,February,4,2019,11,45.66,9.3,22.1,2.29,,,,,,,,lsb
39,February,5,2019,12,12.61,9.4,21.3,,,3,,,,,,lsb
39,February,6,2019,13,238.7,9,16.6,3.25,,3,,,,,,lsb
39,February,7,2019,14,10.42,9,18.2,,,3,,,,,,lsb
39,February,8,2019,15,8.857,8.8,17.5,3.74,,3,,,,,,lsb
39,February,9,2019,16,341.1,9,18.3,,,3,,,,,,lsb
39,February,10,2019,17,616.2,9.1,20.1,3.74,,2,,,,,,lsb
39,February,11,2019,18,,8.8,17.4,,,,,,,,,lsb
39,February,12,2019,19,2.109,8.9,15.1,4.22,,2,,,,,,lsb
39,February,13,2019,20,1.299,8.8,18.6,12.65,,2,x,,,,,lsb
39,February,14,2019,21,3.893,8.5,19.8,8.91,,2,,,,,,lsb
39,February,15,2019,22,5.415,8.8,19.3,,,2,,,,,,lsb
39,February,16,2019,23,50.29,8.9,18.1,5.44,,2,,,,,,lsb
39,February,17,2019,24,21.19,9.5,18.1,7.88,,2,,,,,,lsb
39,February,18,2019,25,23.64,10.3,19.6,,,2,,,,,,lsb
39,February,19,2019,26,24.32,10,19.5,,,2,,,,,,lsb
39,February,20,2019,27,26.05,9.6,19.1,,,2,,,,,,lsb
39,February,21,2019,28,25.76,10,20.4,,,2,,,,,,lsb
39,February,22,2019,29,23.61,10.4,24.5,3.96,,2,,,,,,lsb
39,February,23,2019,30,2.275,,,,,0,,,,,,lsb
39,February,24,2019,31,6.622,,,,,,,,,,,lsb
39,February,25,2019,32,0.537,9.6,18.6,3.02,,0,,,,,,lsb
39,February,26,2019,33,19.3,10.1,22.2,,,,,,,,,lsb
39,February,27,2019,34,1.776,9.8,17,3.55,,0,,,,,,lsb
39,February,28,2019,35,22.11,9.2,19.9,,,0,,,,,,lsb
39,March,1,2019,36,11.92,9.2,21.5,,,0,,,,,,lsb
39,March,2,2019,37,41.29,9.3,19.8,3.95,,0,,,,,,lsb
39,March,3,2019,38,29.31,9.9,25.1,,,0,,,,,,lsb
39,March,4,2019,39,16.21,9.4,21.5,3.83,,,,,,,,lsb
39,March,5,2019,40,35.48,10.15,19.3,5.08,,0,,,,,,lsb
40,January,25,2019,1,16.25,9.2,17.8,3.89,3.41,4,,,,,,lsb
40,January,26,2019,2,16.71,9.8,18.5,,,,,,,,,lsb
40,January,27,2019,3,6.279,9.8,19.1,3.24,2.48,,,,,,,lsb
40,January,28,2019,4,41.23,9.7,15.8,,,,,,,,,lsb
40,January,29,2019,5,35.42,9.4,17.7,3.6,2.45,,,,,,,lsb
40,January,30,2019,6,12.1,9.4,15.9,,,,,,,,,lsb
40,January,31,2019,7,24.54,9.4,13.5,4.74,2.23,4,,,,,,lsb
