"","alpha","beta","omega","death2","pred_nh40","pred_chl0","gamma","loglik","ttime"
"242","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"243","NA","NA","NA","NA","NA","NA","NA","NA","0.180000000000291"
"244","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"245","0.00364887393870593","35.1246418844703","571.980289106927","0.000787550630767119","5.57298557242754","32.6640022804629","0.042921119551413","-296.620346591077","54.9399999999987"
"246","0.00361278401989637","34.3925619529099","1788.88150326981","0.000752199346052529","5.58371793765018","33.7318403389299","0.0447071939547285","-296.594890113011","52.6100000000006"
"247","NA","NA","NA","NA","NA","NA","NA","NA","0.19999999999709"
"248","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"249","0.15657149160704","24.6678909350114","56014469.4784399","0.000110793306518787","0.0447744425423793","227.420037795847","0.000737032315697403","-432.119963674653","42.0600000000013"
"250","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"251","NA","NA","NA","NA","NA","NA","NA","NA","0.209999999999127"
"252","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"253","5.46494052883892e-11","1.20290186915744e-09","0.000268596978156754","1.48354758473559e-09","3.32164131927971","151.446785933233","2.47419445061515e-05","-398.086047241558","44.6800000000003"
"254","NA","NA","NA","NA","NA","NA","NA","NA","0.180000000000291"
"255","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"256","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"257","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"258","0.943485468010743","6662.14500993237","85384186473.9512","2.66902824684315e-05","0.00633273213821951","0.237217787469333","0.000641627860607305","-486.83357211465","56.4599999999991"
"259","1.43938416967358","2.54726344487039e-15","0.126926602096944","1.75063828172371e-10","5.78169825181767","151.574462256316","6432944.40682613","-333.197930117218","114.099999999999"
"260","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"261","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"262","0.00362717805106584","34.6050745413457","860.217713593624","0.000758243991323307","5.57948555346178","33.2589000003026","0.0443539758817333","-296.606860441786","59.239999999998"
"263","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"264","0.000136917475907402","0.598980807026441","10.3672238671837","0.0329848786296456","2.22044604925031e-16","0.00117398331276891","2.54977707437711e-07","-497.838643901975","22.0400000000009"
"265","NA","NA","NA","NA","NA","NA","NA","NA","0.209999999999127"
"266","2.22044604925031e-16","2.22044604925031e-16","2.22044604925031e-16","20443920890766.2","2.22044604925031e-16","1.80657035890984e-14","2.22044604925031e-16","-497.838983089523","20.5599999999977"
"267","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"268","NA","NA","NA","NA","NA","NA","NA","NA","0.180000000000291"
"269","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"270","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"271","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"272","NA","NA","NA","NA","NA","NA","NA","NA","0.209999999999127"
"273","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"274","0.00554231295911351","29.064078204555","245.139930190791","0.00139612454938625","13","43","0.22039837155398","-1436.55577649456","29.3899999999994"
"275","NA","NA","NA","NA","NA","NA","NA","NA","0.209999999999127"
"276","8.43818386771031e-10","3.58159095639398e-06","0.000427593042827033","0.0111839890426829","2.22044604925031e-16","2.11123235819887e-06","2.94679206015435e-09","-497.838982479396","21.7400000000016"
"277","3.27828397708334e-11","1.17579095671851e-07","5.46689849335993e-05","0.0149102306730632","2.22044604925031e-16","2.67801862662967e-05","8.81723442411282e-09","-497.838975350311","22.3899999999994"
"278","0.00362735260574004","34.6131077968426","669.757042245791","0.000761554980735685","5.58048819624019","33.4407797053484","0.044193108797085","-296.605715479214","52.4200000000019"
"279","NA","NA","NA","NA","NA","NA","NA","NA","0.180000000000291"
"280","NA","NA","NA","NA","NA","NA","NA","NA","0.209999999999127"
